M,N,MSE,MSE,NormInf,NormInf,Time,
2,3,2.63e-07,8.20e-07,1.45e-03,2.35e-03,12.09
3,4,4.46e-10,6.33e-07,8.33e-05,3.12e-03,55.37
4,5,1.04e-10,1.52e-09,3.00e-05,1.98e-04,130.92
5,6,4.26e-12,6.21e-10,7.10e-06,9.53e-05,731.63
