M,N,MSE,MSE,NormInf,NormInf,Time,
2,3,7.01e-12,1.72e-06,8.93e-06,3.73e-03,0.28
3,4,1.91e-15,6.23e-07,1.65e-07,2.97e-03,0.93
4,5,7.20e-12,2.40e-09,6.00e-06,2.72e-04,1.13
5,6,2.15e-23,5.19e-10,1.91e-11,8.21e-05,2.69
6,7,8.08e-12,4.50e-12,1.19e-05,1.20e-05,5.38
