M,N,MSE,MSE,NormInf,NormInf,Time,
2,27,2.63e-07,8.20e-07,1.45e-03,2.35e-03,4.01
3,64,4.45e-10,6.33e-07,8.32e-05,3.12e-03,11.33
4,125,1.35e-10,1.38e-09,3.47e-05,2.11e-04,35.22
5,216,5.91e-13,5.27e-10,2.91e-06,8.92e-05,100.19
