M,N,MSE,MSE,NormInf,NormInf,Time,
2,3,7.01e-12,1.72e-06,8.93e-06,3.73e-03,0.05
3,4,1.91e-15,6.23e-07,1.65e-07,2.97e-03,0.16
4,5,2.69e-19,2.37e-09,2.07e-09,2.87e-04,0.74
5,6,2.15e-23,5.19e-10,1.91e-11,8.21e-05,2.17
6,7,9.70e-28,3.06e-12,1.31e-13,9.77e-06,6.68
