M,N,MSE,MSE,NormInf,NormInf,Time,
2,3,2.66e-06,1.19e-04,4.03e-03,7.94e-02,1.34
3,4,9.37e-08,6.44e-06,8.72e-04,1.98e-02,2.20
4,5,2.28e-09,3.22e-07,1.40e-04,4.67e-03,5.55
5,6,1.51e-10,1.94e-08,3.92e-05,1.24e-03,11.11
6,7,2.12e-10,2.07e-09,6.45e-05,4.41e-04,19.82
