M,N,MSE,MSE,NormInf,NormInf,Time,
2,3,7.83e-11,1.35e-04,1.39e-05,9.11e-02,0.10
3,4,1.18e-11,7.32e-06,5.63e-06,2.29e-02,0.09
4,5,2.30e-11,3.62e-07,8.02e-06,5.29e-03,0.16
5,6,4.53e-11,1.70e-08,1.14e-05,1.15e-03,0.29
6,7,8.09e-11,7.63e-10,1.53e-05,2.43e-04,0.82
