M,N,MSE,MSE,NormInf,NormInf,Time,
2,9,2.65e-06,1.19e-04,4.02e-03,7.94e-02,0.19
3,16,8.61e-08,6.48e-06,8.30e-04,1.99e-02,0.40
4,25,1.41e-09,3.40e-07,6.96e-05,4.89e-03,1.09
5,36,5.09e-10,2.33e-08,9.53e-05,1.37e-03,1.67
6,49,2.64e-10,2.24e-09,8.13e-05,4.49e-04,3.46
