M,N,MSE,MSE,NormInf,NormInf,Time,
5,6,2.00e-09,6.92e-09,6.58e-05,1.82e-04,0.08
7,8,1.22e-12,6.46e-12,1.83e-06,7.06e-06,0.04
9,10,1.54e-16,4.82e-15,2.26e-08,2.08e-07,0.04
11,12,2.53e-18,8.73e-18,2.61e-09,7.44e-09,0.06
13,14,2.97e-19,4.71e-19,8.67e-10,1.41e-09,0.07
