M,N,MSE,MSE,NormInf,NormInf,Time,
5,6,2.87e-09,6.89e-09,7.02e-05,2.06e-04,0.22
7,8,4.51e-12,3.59e-12,3.01e-06,3.47e-06,0.27
9,10,8.82e-16,6.10e-16,6.28e-08,4.58e-08,0.36
11,12,6.36e-18,4.03e-17,5.37e-09,1.97e-08,0.43
13,14,7.37e-19,4.90e-18,2.52e-09,7.20e-09,0.55
