M,N,MSE,MSE,NormInf,NormInf,Time,
5,6,2.94e-09,6.73e-09,6.78e-05,2.01e-04,0.10
7,8,4.77e-12,3.66e-12,3.13e-06,3.78e-06,0.04
9,10,8.96e-16,5.83e-16,6.77e-08,5.33e-08,0.05
11,12,2.81e-18,9.36e-18,2.42e-09,8.48e-09,0.07
13,14,3.24e-19,4.73e-19,9.00e-10,1.60e-09,0.08
