M,N,MSE,MSE,NormInf,NormInf,Time,
5,6,2.35e-02,5.69e-02,2.51e-01,4.19e-01,0.18
10,11,5.52e-08,8.46e-08,4.03e-04,6.77e-04,0.48
15,16,4.75e-14,5.86e-14,3.71e-07,4.52e-07,0.72
20,21,8.26e-21,7.03e-21,2.09e-10,1.35e-10,0.97
