M,N,MSE,MSE,NormInf,NormInf,Time,
5,6,8.10e-03,6.22e-02,1.39e-01,5.43e-01,0.03
10,11,1.95e-07,1.78e-07,7.23e-04,8.43e-04,0.05
15,16,2.63e-14,5.96e-14,2.59e-07,5.05e-07,0.08
20,21,9.63e-21,8.67e-21,1.54e-10,1.41e-10,0.12
