M,N,MSE,MSE,NormInf,NormInf,Time,
5,6,3.50e-02,5.29e-02,2.64e-01,4.48e-01,0.03
10,11,2.05e-07,1.72e-07,7.44e-04,8.49e-04,0.06
15,16,5.89e-14,6.05e-14,3.88e-07,4.75e-07,0.22
20,21,8.78e-21,7.60e-21,1.47e-10,1.28e-10,0.14
