M,N,MSE,MSE,NormInf,NormInf,Time,
5,6,9.03e-04,7.15e-02,4.74e-02,5.80e-01,0.65
10,11,7.14e-09,1.17e-07,1.08e-04,1.02e-03,1.94
15,16,1.48e-16,6.77e-14,1.84e-08,6.07e-07,4.42
20,21,3.69e-21,2.56e-21,1.27e-10,9.04e-11,7.19
