x_train,exact,predicted,error,
degree 5
0.0000,0.000000000000000,-0.000000000000000,2.78e-16
0.1000,0.841470984807897,1.071683867048572,2.30e-01
0.2000,0.909297426825682,0.749232432246747,1.60e-01
0.3000,0.141120008059867,0.016266155416303,1.25e-01
0.4000,-0.756802495307928,-0.517103071784009,2.40e-01
0.5000,-0.958924274663138,-0.567910751457661,3.91e-01
0.6000,-0.279415498198926,-0.133978605069540,1.45e-01
0.7000,0.656986598718789,0.552446600954860,1.05e-01
0.8000,0.989358246623382,1.071054229630243,8.17e-02
0.9000,0.412118485241757,0.859830947812324,4.48e-01
1.0000,-0.544021110889370,-0.738578099401368,1.95e-01


degree 10
0.0000,0.000000000000000,-0.000000000000000,2.26e-16
0.1000,0.841470984807897,0.841336292268258,1.35e-04
0.2000,0.909297426825682,0.909118648006334,1.79e-04
0.3000,0.141120008059867,0.140823674593087,2.96e-04
0.4000,-0.756802495307928,-0.757036312089012,2.34e-04
0.5000,-0.958924274663138,-0.959279496174374,3.55e-04
0.6000,-0.279415498198926,-0.279984190579562,5.69e-04
0.7000,0.656986598718789,0.656739204441295,2.47e-04
0.8000,0.989358246623382,0.988508943116131,8.49e-04
0.9000,0.412118485241757,0.411826994774734,2.91e-04
1.0000,-0.544021110889370,-0.543398530933655,6.23e-04


degree 15
0.0000,0.000000000000000,-0.000000000000000,3.25e-16
0.1000,0.841470984807897,0.841470810722209,1.74e-07
0.2000,0.909297426825682,0.909297223055291,2.04e-07
0.3000,0.141120008059867,0.141120009844796,1.78e-09
0.4000,-0.756802495307928,-0.756802778148166,2.83e-07
0.5000,-0.958924274663138,-0.958924353481501,7.88e-08
0.6000,-0.279415498198926,-0.279415835646674,3.37e-07
0.7000,0.656986598718789,0.656986460289100,1.38e-07
0.8000,0.989358246623382,0.989357899046477,3.48e-07
0.9000,0.412118485241757,0.412118010226717,4.75e-07
1.0000,-0.544021110889370,-0.544020942488793,1.68e-07


degree 20
0.0000,0.000000000000000,-0.000000000000000,9.92e-17
0.1000,0.841470984807897,0.841470984845877,3.80e-11
0.2000,0.909297426825682,0.909297426874006,4.83e-11
0.3000,0.141120008059867,0.141120008120997,6.11e-11
0.4000,-0.756802495307928,-0.756802495241220,6.67e-11
0.5000,-0.958924274663138,-0.958924274585187,7.80e-11
0.6000,-0.279415498198926,-0.279415498105080,9.38e-11
0.7000,0.656986598718789,0.656986598823083,1.04e-10
0.8000,0.989358246623382,0.989358246737426,1.14e-10
0.9000,0.412118485241757,0.412118485370242,1.28e-10
1.0000,-0.544021110889370,-0.544021110761411,1.28e-10


