M,N,MSE,MSE,NormInf,NormInf,Time,
4,5,3.29e-06,5.64e-06,3.40e-03,5.07e-03,0.40
8,9,4.83e-11,5.72e-11,1.70e-05,1.80e-05,0.81
12,13,4.81e-16,8.25e-16,5.29e-08,7.55e-08,2.95
16,17,4.61e-21,1.49e-20,2.22e-10,3.55e-10,4.01
