M,N,MSE,MSE,NormInf,NormInf,Time,
4,5,1.20e-06,7.03e-06,1.40e-03,7.77e-03,0.21
8,9,9.79e-12,7.28e-11,5.49e-06,2.53e-05,0.27
12,13,1.53e-16,2.00e-15,2.46e-08,1.41e-07,0.56
16,17,9.99e-22,2.83e-20,1.03e-10,5.33e-10,1.00
