M,N,MSE,MSE,NormInf,NormInf,Time,
4,5,2.53e-06,3.14e-06,3.33e-03,3.42e-03,0.37
8,9,2.63e-11,5.50e-11,1.20e-05,1.97e-05,0.86
12,13,9.65e-16,9.37e-16,8.05e-08,6.11e-08,2.33
16,17,9.17e-21,1.55e-20,2.72e-10,3.13e-10,3.99
20,20,2.91e-25,3.31e-24,9.09e-13,5.54e-12,6.75
